game,bat,name,pos,team
134,7,張建銘,RF,EDA
134,7,方克偉,|(PH),EDA
134,7,蘇建榮,|(CF),EDA
134,8,鄭兆行,3B,EDA
134,9,林瑋恩,SS,EDA
134,9,林威廷,|(PH),EDA
136,1,林威廷,2B,EDA
136,1,蘇建榮,|(PR)|(CF),EDA
136,2,張詠漢,CF,EDA
136,2,鄭兆行,|(PH)|(3B),EDA
136,3,胡金龍,LF,EDA
136,4,林益全,1B,EDA
136,5,高國輝,DH,EDA
136,6,方克偉,C,EDA
136,6,陽冠威,|(PH)|(C),EDA
136,7,張建銘,RF,EDA
136,8,陳凱倫,3B(2B),EDA
136,9,林瑋恩,SS,EDA
138,1,張建銘,RF,EDA
138,2,陳凱倫,2B,EDA
138,3,胡金龍,LF,EDA
138,3,鄭達鴻,|(LF),EDA
138,4,林益全,1B,EDA
138,4,張鎧,|(3B),EDA
138,5,高國輝,DH,EDA
138,6,張詠漢,CF,EDA
138,6,蘇建榮,|(CF),EDA
138,7,陽冠威,C,EDA
138,7,方克偉,|(C),EDA
138,8,鄭兆行,3B(1B),EDA
138,9,林瑋恩,SS,EDA
140,1,張建銘,RF,EDA
140,1,蘇建榮,|(PH),EDA
140,2,陳凱倫,2B,EDA
140,3,胡金龍,LF,EDA
140,4,林益全,1B,EDA
140,5,高國輝,DH,EDA
140,6,張詠漢,CF,EDA
140,7,陽冠威,C,EDA
140,8,鄭兆行,3B,EDA
140,9,林瑋恩,SS,EDA
140,9,鄭達鴻,|(PH),EDA
140,9,林威廷,|(SS),EDA
142,1,張建銘,RF,EDA
142,2,林威廷,2B,EDA
142,3,胡金龍,LF,EDA
142,3,蘇建榮,|(PR)|(LF),EDA
142,4,林益全,1B,EDA
142,4,鄭兆行,|(1B),EDA
142,5,高國輝,DH,EDA
142,5,張鎧,|(PR),EDA
142,6,張詠漢,CF,EDA
142,7,陽冠威,C,EDA
142,7,方克偉,|(C),EDA
142,8,陳凱倫,3B,EDA
142,9,林瑋恩,SS,EDA
144,1,張建銘,RF,EDA
144,2,林威廷,2B(SS),EDA
144,2,鄭兆行,|(PH)|(3B),EDA
144,3,胡金龍,LF,EDA
144,4,林益全,1B,EDA
144,5,高國輝,DH,EDA
144,6,張詠漢,CF,EDA
144,7,陽冠威,C,EDA
144,8,陳凱倫,3B(2B)(SS),EDA
144,9,林瑋恩,SS,EDA
144,9,鄭達鴻,|(PH),EDA
144,9,林宗男,|(3B)(2B),EDA
146,1,張建銘,RF,EDA
146,2,林威廷,2B,EDA
146,3,胡金龍,LF,EDA
146,3,蘇建榮,|(LF),EDA
146,4,林益全,1B,EDA
146,5,高國輝,DH,EDA
146,6,張詠漢,CF,EDA
146,7,鄭達鴻,C,EDA
146,8,陳凱倫,3B,EDA
146,9,林瑋恩,SS,EDA
147,1,張建銘,RF,EDA
147,1,林宗男,|(RF),EDA
147,2,胡金龍,LF,EDA
147,2,吳宗峻,|(LF),EDA
147,3,林益全,1B,EDA
147,3,鄭兆行,|(1B),EDA
147,4,高國輝,DH,EDA
147,4,方克偉,|(PH),EDA
147,5,張詠漢,CF,EDA
147,6,陽冠威,C,EDA
147,7,藍少白,3B,EDA
147,8,陳凱倫,2B,EDA
147,9,林瑋恩,SS,EDA
149,1,張建銘,RF,EDA
149,2,胡金龍,LF,EDA
149,3,林益全,1B,EDA
149,4,高國輝,CF,EDA
149,4,張詠漢,|(CF),EDA
149,5,陽冠威,C,EDA
149,6,鄭達鴻,DH,EDA
149,7,鄭兆行,3B,EDA
149,7,林宗男,|(PH)|(3B),EDA
149,7,藍少白,|(3B),EDA
149,8,陳凱倫,2B,EDA
149,9,林瑋恩,SS,EDA
151,1,張建銘,RF,EDA
151,2,林威廷,2B,EDA
151,3,胡金龍,LF,EDA
151,4,林益全,1B,EDA
151,5,高國輝,DH,EDA
151,6,張詠漢,CF,EDA
151,7,陽冠威,C,EDA
151,8,林宗男,3B,EDA
151,8,陳凱倫,|(3B),EDA
151,9,林瑋恩,SS,EDA
153,1,張建銘,RF,EDA
153,2,林威廷,2B,EDA
153,3,胡金龍,LF,EDA
153,4,林益全,1B,EDA
153,5,高國輝,DH,EDA
153,6,張詠漢,CF,EDA
153,7,陽冠威,C,EDA
153,8,藍少白,3B,EDA
153,8,林宗男,|(PH),EDA
153,9,林瑋恩,SS,EDA
153,9,鄭兆行,|(PH),EDA
155,1,張建銘,RF,EDA
155,2,林威廷,2B,EDA
155,3,胡金龍,LF,EDA
155,4,林益全,1B,EDA
155,5,高國輝,DH,EDA
155,6,張詠漢,CF,EDA
155,7,鄭達鴻,C,EDA
155,7,林琨笙,|(C),EDA
155,8,藍少白,3B,EDA
155,9,林瑋恩,SS,EDA
157,1,張建銘,RF,EDA
157,2,林威廷,2B,EDA
157,3,胡金龍,LF,EDA
157,4,林益全,1B,EDA
157,5,高國輝,DH,EDA
157,6,張詠漢,CF,EDA
157,7,陽冠威,C,EDA
157,8,陳凱倫,3B,EDA
157,8,鄭達鴻,|(PH),EDA
157,9,林瑋恩,SS,EDA
157,9,吳宗峻,|(PH),EDA
159,1,張建銘,RF,EDA
159,1,鄭達鴻,|(LF),EDA
159,2,林威廷,2B(SS),EDA
159,3,胡金龍,LF(RF),EDA
159,4,林益全,1B,EDA
159,5,高國輝,DH,EDA
159,6,張詠漢,CF,EDA
159,7,陽冠威,C,EDA
159,8,藍少白,3B(2B),EDA
159,9,林瑋恩,SS,EDA
159,9,鄭兆行,|(PH)|(3B),EDA
161,1,林威廷,2B,EDA
161,2,鄭達鴻,LF,EDA
161,3,胡金龍,RF,EDA
161,4,林益全,1B,EDA
161,5,高國輝,DH,EDA
161,6,陽冠威,3B,EDA
161,6,陳凱倫,|(3B),EDA
161,7,張詠漢,CF,EDA
161,8,林琨笙,C,EDA
161,9,林瑋恩,SS,EDA
163,1,林威廷,2B,EDA
163,2,鄭達鴻,C,EDA
163,2,林琨笙,|(C),EDA
163,3,胡金龍,LF,EDA
163,4,林益全,1B,EDA
163,5,高國輝,DH,EDA
163,6,張建銘,RF,EDA
163,7,陽冠威,3B,EDA
163,7,藍少白,|(3B),EDA
163,8,張詠漢,CF,EDA
163,9,林瑋恩,SS,EDA
166,1,鄭達鴻,C,EDA
166,2,張詠漢,CF,EDA
166,2,高孝儀,|(CF),EDA
166,3,胡金龍,LF,EDA
166,4,林益全,1B,EDA
166,5,高國輝,DH,EDA
166,6,張建銘,RF,EDA
166,6,蘇建榮,|(RF),EDA
166,7,陽冠威,3B,EDA
166,7,鄭兆行,|(3B),EDA
166,8,林威廷,2B,EDA
166,9,林瑋恩,SS,EDA
168,1,張詠漢,CF,EDA
168,2,林威廷,2B,EDA
168,3,胡金龍,LF,EDA
168,3,蘇建榮,|(LF),EDA
168,4,林益全,1B,EDA
168,5,高國輝,DH,EDA
168,6,張建銘,RF,EDA
168,7,鄭達鴻,C,EDA
168,8,鄭兆行,3B,EDA
168,8,藍少白,|(3B),EDA
168,9,林瑋恩,SS,EDA
170,1,張建銘,RF,EDA
170,2,胡金龍,LF,EDA
170,3,林益全,1B,EDA
170,4,高國輝,DH,EDA
170,5,鄭達鴻,C,EDA
170,6,鄭兆行,3B,EDA
170,6,陽冠威,|(PH),EDA
170,6,林威廷,|(2B),EDA
170,7,張詠漢,CF,EDA
170,8,陳凱倫,2B,EDA
170,8,吳宗峻,|(PH),EDA
170,8,藍少白,|(PR)|(2B)(3B),EDA
170,9,林瑋恩,SS,EDA
172,1,張建銘,RF,EDA
172,2,林威廷,2B,EDA
172,3,胡金龍,LF,EDA
172,3,蘇建榮,|(LF),EDA
172,4,林益全,1B,EDA
172,5,高國輝,DH,EDA
172,6,張詠漢,CF,EDA
172,7,鄭兆行,3B,EDA
172,7,藍少白,|(3B),EDA
172,8,林琨笙,C,EDA
172,9,林瑋恩,SS,EDA
174,1,張建銘,RF,EDA
174,2,林威廷,2B,EDA
174,3,胡金龍,DH,EDA
174,4,林益全,1B,EDA
174,5,高國輝,LF,EDA
174,5,蘇建榮,|(LF),EDA
174,6,陽冠威,C,EDA
174,6,林琨笙,|(C),EDA
174,7,張詠漢,CF,EDA
174,8,陳凱倫,3B,EDA
174,9,林瑋恩,SS,EDA
175,1,張建銘,RF,EDA
175,2,林威廷,2B,EDA
175,3,林益全,1B,EDA
175,4,高國輝,DH,EDA
175,5,張詠漢,CF,EDA
175,6,陽冠威,C,EDA
175,7,鄭達鴻,LF,EDA
175,8,陳凱倫,3B,EDA
175,8,鄭兆行,|(PH),EDA
175,9,林瑋恩,SS,EDA
177,1,鄭達鴻,C,EDA
177,1,林琨笙,|(C),EDA
177,2,林威廷,2B,EDA
177,3,胡金龍,DH,EDA
177,4,林益全,1B,EDA
177,5,高國輝,LF,EDA
177,5,蘇建榮,|(LF),EDA
177,6,張建銘,RF,EDA
177,7,張詠漢,CF,EDA
177,8,鄭兆行,3B,EDA
177,8,陳凱倫,|(3B),EDA
177,9,林瑋恩,SS,EDA
179,1,張建銘,RF,EDA
179,2,林威廷,2B,EDA
179,3,胡金龍,LF,EDA
179,4,林益全,1B,EDA
179,5,高國輝,DH,EDA
179,6,張詠漢,CF,EDA
179,7,陽冠威,C,EDA
179,7,林琨笙,|(C),EDA
179,8,鄭兆行,3B,EDA
179,9,林瑋恩,SS,EDA
181,1,張建銘,RF,EDA
181,2,林威廷,2B,EDA
181,3,胡金龍,LF,EDA
181,4,林益全,1B,EDA
181,5,陽冠威,C,EDA
181,6,張詠漢,CF,EDA
181,7,鄭達鴻,DH,EDA
181,8,陳凱倫,3B,EDA
181,8,鄭兆行,|(PH)|(3B),EDA
181,8,藍少白,|(3B),EDA
181,9,林瑋恩,SS,EDA
183,1,張建銘,RF,EDA
183,1,蘇建榮,|(PH)|(RF),EDA
183,2,林威廷,2B,EDA
183,3,胡金龍,DH,EDA
183,4,林益全,1B,EDA
183,4,鄭兆行,|(1B),EDA
183,5,高國輝,LF,EDA
183,6,張詠漢,CF,EDA
183,7,陽冠威,C,EDA
183,7,方克偉,|(C),EDA
183,8,陳凱倫,3B,EDA
183,8,藍少白,|(PH),EDA
183,9,林瑋恩,SS,EDA
186,1,張建銘,RF,EDA
186,2,林威廷,2B,EDA
186,2,藍少白,|(2B),EDA
186,3,胡金龍,DH,EDA
186,3,陽冠威,|(PH),EDA
186,4,林益全,1B,EDA
186,5,高國輝,LF,EDA
186,5,蘇建榮,|(LF),EDA
186,6,張詠漢,CF,EDA
186,7,鄭兆行,3B,EDA
186,7,陳凱倫,|(3B),EDA
186,8,鄭達鴻,C,EDA
186,8,方克偉,|(PH)|(C),EDA
186,9,林瑋恩,SS,EDA
188,1,張建銘,RF,EDA
188,2,林威廷,2B,EDA
188,3,胡金龍,LF,EDA
188,4,林益全,1B,EDA
188,5,高國輝,DH,EDA
188,6,張詠漢,CF,EDA
188,7,陽冠威,C,EDA
188,7,方克偉,|(C),EDA
188,8,藍少白,3B,EDA
188,9,林瑋恩,SS,EDA
190,1,張建銘,RF,EDA
190,2,林威廷,2B,EDA
190,2,藍少白,|(PR),EDA
190,3,胡金龍,LF,EDA
190,4,林益全,1B,EDA
190,5,高國輝,DH,EDA
190,6,張詠漢,CF,EDA
190,7,方克偉,C,EDA
190,8,陳凱倫,3B,EDA
190,9,林瑋恩,SS,EDA
191,1,張建銘,RF,EDA
191,2,林威廷,2B,EDA
191,2,藍少白,|(2B),EDA
191,3,胡金龍,LF,EDA
191,3,蘇建榮,|(LF),EDA
191,4,林益全,1B,EDA
191,5,高國輝,DH,EDA
191,6,張詠漢,CF,EDA
191,7,陽冠威,C,EDA
191,7,方克偉,|(C),EDA
191,8,陳凱倫,3B,EDA
191,9,林瑋恩,SS,EDA
193,1,張建銘,RF,EDA
193,1,蘇建榮,|(RF),EDA
193,2,鄭達鴻,C,EDA
193,3,胡金龍,LF,EDA
193,4,林益全,1B,EDA
193,5,高國輝,DH,EDA
193,5,陽冠威,|(PH),EDA
193,6,張詠漢,CF,EDA
193,7,鄭兆行,3B,EDA
193,7,陳凱倫,|(3B),EDA
193,8,藍少白,2B,EDA
193,9,林瑋恩,SS,EDA
196,1,張建銘,RF,EDA
196,2,林威廷,2B,EDA
196,3,胡金龍,LF,EDA
196,3,蘇建榮,|(LF),EDA
196,4,林益全,1B,EDA
196,4,陽冠威,|(PR),EDA
196,5,高國輝,DH,EDA
196,6,張詠漢,CF,EDA
196,7,方克偉,C,EDA
196,7,鄭達鴻,|(PH),EDA
196,8,藍少白,3B,EDA
196,9,林瑋恩,SS,EDA
198,1,張建銘,RF,EDA
198,2,林威廷,2B,EDA
198,3,胡金龍,CF(LF),EDA
198,4,林益全,1B,EDA
198,5,高國輝,DH,EDA
198,6,陽冠威,C,EDA
198,7,蘇建榮,CF,EDA
198,7,方克偉,|(PH),EDA
198,7,鄭達鴻,|(LF),EDA
198,7,張詠漢,|(CF),EDA
198,8,陳凱倫,3B,EDA
198,8,鄭兆行,|(PH)|(3B),EDA
198,9,林瑋恩,SS,EDA
200,1,張建銘,RF,EDA
200,1,高國輝,|(PH),EDA
200,2,林威廷,2B,EDA
200,3,胡金龍,DH,EDA
200,4,林益全,1B,EDA
200,5,張詠漢,CF,EDA
200,6,鄭達鴻,LF,EDA
200,7,陽冠威,C,EDA
200,8,鄭兆行,3B,EDA
200,8,陳凱倫,|(3B),EDA
200,9,林瑋恩,SS,EDA
202,1,張建銘,RF,EDA
202,2,林威廷,2B,EDA
202,2,藍少白,|(2B),EDA
202,3,胡金龍,LF,EDA
202,4,林益全,1B,EDA
202,5,高國輝,DH,EDA
202,6,張詠漢,CF,EDA
202,7,方克偉,C,EDA
202,8,陳凱倫,3B,EDA
202,8,林宗男,|(PH)|(3B),EDA
202,9,林瑋恩,SS,EDA
202,9,陽冠威,|(PH),EDA
204,1,張建銘,RF,EDA
204,2,鄭達鴻,C,EDA
204,3,胡金龍,LF,EDA
204,4,林益全,1B,EDA
204,5,高國輝,DH,EDA
204,6,張詠漢,CF,EDA
204,7,林宗男,3B,EDA
204,7,陳凱倫,|(3B),EDA
204,8,藍少白,2B,EDA
204,9,林瑋恩,SS,EDA
206,1,張建銘,RF,EDA
206,2,鄭達鴻,C,EDA
206,3,胡金龍,DH,EDA
206,4,林益全,1B,EDA
206,5,高國輝,LF,EDA
206,5,林宗男,|(LF),EDA
206,6,張詠漢,CF,EDA
206,7,鄭兆行,3B,EDA
206,7,陳凱倫,|(3B),EDA
206,8,藍少白,2B,EDA
206,9,林瑋恩,SS,EDA
208,1,張建銘,RF,EDA
208,2,林宗男,CF,EDA
208,2,張詠漢,|(PH)|(CF),EDA
208,3,胡金龍,LF,EDA
208,4,林益全,1B,EDA
208,5,高國輝,DH,EDA
208,6,陽冠威,C,EDA
208,7,鄭兆行,3B,EDA
208,8,陳凱倫,2B,EDA
208,8,藍少白,|(PH)|(2B),EDA
208,9,林瑋恩,SS,EDA
210,1,張建銘,RF,EDA
210,2,鄭達鴻,C,EDA
210,2,方克偉,|(PH)|(C),EDA
210,3,胡金龍,LF,EDA
210,4,林益全,1B,EDA
210,5,高國輝,DH,EDA
210,6,張詠漢,CF,EDA
210,7,鄭兆行,3B,EDA
210,8,藍少白,2B,EDA
210,9,林瑋恩,SS,EDA
212,1,張建銘,RF,EDA
212,2,林宗男,CF,EDA
212,2,張詠漢,|(CF),EDA
212,3,胡金龍,LF,EDA
212,4,林益全,1B,EDA
212,5,高國輝,DH,EDA
212,6,方克偉,C,EDA
212,7,鄭兆行,3B,EDA
212,8,藍少白,2B,EDA
212,8,張鎧,|(PH)|(2B),EDA
212,9,林瑋恩,SS,EDA
214,1,張建銘,RF,EDA
214,2,胡金龍,LF,EDA
214,3,林益全,1B,EDA
214,4,高國輝,DH,EDA
214,5,張詠漢,CF,EDA
214,6,陽冠威,C,EDA
214,7,鄭兆行,3B,EDA
214,7,鄭達鴻,|(PH),EDA
214,7,藍少白,|(SS),EDA
214,8,方玄宗,2B,EDA
214,9,林瑋恩,SS,EDA
214,9,吳宗峻,|(PH),EDA
214,9,林宗男,|(PR)|(3B),EDA
216,1,張建銘,RF,EDA
216,1,方克偉,|(C),EDA
216,2,胡金龍,DH,EDA
216,2,吳宗峻,|(PH),EDA
216,3,林益全,1B,EDA
216,4,高國輝,LF(RF),EDA
216,4,林宗男,|(RF),EDA
216,5,鄭達鴻,C(LF),EDA
216,6,鄭兆行,3B,EDA
216,7,張詠漢,CF,EDA
216,8,方玄宗,2B,EDA
216,8,藍少白,|(PH)|(2B),EDA
216,9,林瑋恩,SS,EDA
218,1,林宗男,RF,EDA
218,2,胡金龍,LF,EDA
218,2,方克偉,|(PH),EDA
218,3,林益全,1B,EDA
218,4,高國輝,DH,EDA
218,4,吳宗峻,|(PH),EDA
218,5,陽冠威,C,EDA
218,6,鄭兆行,3B,EDA
218,6,藍少白,|(PH)|(3B),EDA
218,7,張詠漢,CF,EDA
218,8,方玄宗,2B,EDA
218,9,林瑋恩,SS,EDA
220,1,鄭達鴻,DH,EDA
220,1,吳宗峻,|(PH)|(LF),EDA
220,2,胡金龍,LF(CF),EDA
220,3,林益全,1B,EDA
220,4,高國輝,RF,EDA
220,5,張詠漢,CF,EDA
220,5,林宗男,|(CF)(3B),EDA
220,6,陽冠威,C,EDA
220,7,藍少白,3B,EDA
220,8,路易士,P,EDA
220,9,陳凱倫,2B,EDA
220,10,林瑋恩,SS,EDA
222,1,張建銘,RF,EDA
222,2,胡金龍,LF,EDA
222,3,林益全,1B,EDA
222,4,高國輝,DH,EDA
222,5,方克偉,C,EDA
222,5,鄭達鴻,|(PH)|(C),EDA
222,6,鄭兆行,3B,EDA
222,7,張詠漢,CF,EDA
222,8,陳凱倫,2B,EDA
222,8,藍少白,|(PH)|(2B),EDA
222,9,林瑋恩,SS,EDA
222,9,吳宗峻,|(PH),EDA
224,1,張建銘,RF,EDA
224,2,胡金龍,LF,EDA
224,3,林益全,1B,EDA
224,4,高國輝,DH,EDA
224,5,張詠漢,CF,EDA
224,6,鄭達鴻,C,EDA
224,7,鄭兆行,3B,EDA
224,7,陳凱倫,|(3B),EDA
224,8,藍少白,2B,EDA
224,9,林瑋恩,SS,EDA
226,1,張建銘,RF,EDA
226,2,胡金龍,LF,EDA
226,3,林益全,1B,EDA
226,4,高國輝,DH,EDA
226,5,張詠漢,CF,EDA
226,6,陽冠威,C,EDA
226,7,鄭兆行,3B,EDA
226,7,陳凱倫,|(3B),EDA
226,8,藍少白,2B,EDA
226,9,林瑋恩,SS,EDA
228,1,張建銘,RF,EDA
228,2,胡金龍,LF,EDA
228,3,林益全,1B,EDA
228,4,高國輝,CF,EDA
228,5,鄭達鴻,DH,EDA
228,6,方克偉,C,EDA
228,7,鄭兆行,3B,EDA
228,7,吳宗峻,|(PH),EDA
228,7,陳凱倫,|(3B),EDA
228,8,藍少白,2B(SS),EDA
228,9,林瑋恩,SS,EDA
228,9,張詠漢,|(PH),EDA
228,9,林威廷,|(2B),EDA
230,1,張建銘,RF,EDA
230,2,胡金龍,LF,EDA
230,3,林益全,1B,EDA
230,4,高國輝,CF,EDA
230,5,鄭達鴻,DH,EDA
230,6,陽冠威,C,EDA
230,7,鄭兆行,3B,EDA
230,7,陳凱倫,|(3B),EDA
230,7,吳宗峻,|(PH),EDA
230,7,方玄宗,|(3B),ELEPHANT
230,8,林威廷,2B,EDA
230,9,林瑋恩,SS,EDA
230,9,張詠漢,|(PH),EDA
230,9,藍少白,|(SS),EDA
231,1,張建銘,RF,EDA
231,2,胡金龍,LF,EDA
231,2,鄭達鴻,|(LF),EDA
231,3,林益全,1B,EDA
231,3,陳凱倫,|(3B),EDA
231,4,高國輝,DH,EDA
231,5,張詠漢,CF,EDA
231,6,方克偉,C,EDA
231,7,鄭兆行,3B(1B),EDA
231,8,藍少白,2B,EDA
231,9,林瑋恩,SS,EDA
233,1,張建銘,RF,EDA
233,1,林宗男,|(RF),EDA
233,2,胡金龍,LF,EDA
233,2,鄭達鴻,|(LF),EDA
233,3,林益全,1B,EDA
233,4,高國輝,DH,EDA
233,5,張詠漢,CF,EDA
233,6,陽冠威,C,EDA
233,7,鄭兆行,3B,EDA
233,7,藍少白,|(3B),EDA
233,8,陳凱倫,2B,EDA
233,9,林瑋恩,SS,EDA
235,1,張建銘,RF,EDA
235,2,鄭達鴻,LF,EDA
235,3,林益全,1B,EDA
235,4,高國輝,DH,EDA
235,5,張詠漢,CF,EDA
235,5,方克偉,|(PH),EDA
235,6,陽冠威,C,EDA
235,7,林宗男,3B,EDA
235,8,藍少白,2B(SS),EDA
235,9,林瑋恩,SS,EDA
235,9,陳凱倫,|(2B),EDA
237,1,張建銘,RF,EDA
237,1,吳宗峻,|(RF),EDA
237,2,鄭達鴻,LF,EDA
237,3,林益全,1B,EDA
237,4,高國輝,DH,EDA
237,4,陽冠威,|(PH),EDA
237,5,張詠漢,CF,EDA
237,6,鄭兆行,3B,EDA
237,6,藍少白,|(3B),EDA
237,7,方克偉,C,EDA
237,8,陳凱倫,2B,EDA
237,9,林瑋恩,SS,EDA
239,1,張建銘,RF,EDA
239,1,林宗男,|(PH),EDA
239,2,胡金龍,DH,EDA
239,3,林益全,1B,EDA
239,4,高國輝,CF,EDA
239,4,張詠漢,|(CF),EDA
239,5,鄭達鴻,LF,EDA
239,6,方克偉,C,EDA
239,7,藍少白,3B,EDA
239,8,陳凱倫,2B,EDA
239,9,林瑋恩,SS,EDA
2,1,張正偉,RF,ELEPHANT
2,2,張志豪,CF,ELEPHANT
2,3,羅培茲,3B,ELEPHANT
2,4,彭政閔,1B,ELEPHANT
2,5,周思齊,LF,ELEPHANT
2,6,林威助,DH,ELEPHANT
2,7,陳智弘,C,ELEPHANT
2,8,陳江和,2B,ELEPHANT
2,9,王勝偉,SS,ELEPHANT
4,1,張正偉,RF,ELEPHANT
4,2,張志豪,CF,ELEPHANT
4,3,羅培茲,3B,ELEPHANT
4,4,彭政閔,1B,ELEPHANT
4,5,周思齊,LF,ELEPHANT
4,6,林威助,DH,ELEPHANT
4,7,王峻杰,C,ELEPHANT
4,7,郭健瑜,|(PH),ELEPHANT
4,7,陳智弘,|(C),ELEPHANT
4,8,陳江和,2B,ELEPHANT
4,9,王勝偉,SS,ELEPHANT
6,1,張正偉,RF,ELEPHANT
6,2,張志豪,CF,ELEPHANT
6,3,羅培茲,3B,ELEPHANT
6,4,彭政閔,1B,ELEPHANT
6,5,周思齊,LF,ELEPHANT
6,6,林威助,DH,ELEPHANT
6,7,陳智弘,C,ELEPHANT
6,7,王峻杰,|(PH)|(C),ELEPHANT
6,8,黃仕豪,2B,ELEPHANT
6,8,陳弘桂,|(2B),ELEPHANT
6,9,王勝偉,SS,ELEPHANT
8,1,張正偉,RF,ELEPHANT
8,2,張志豪,CF,ELEPHANT
8,3,羅培茲,3B,ELEPHANT
8,4,彭政閔,1B,ELEPHANT
8,5,周思齊,LF,ELEPHANT
8,5,郭健瑜,|(LF),ELEPHANT
8,6,林威助,DH,ELEPHANT
8,7,王峻杰,C,ELEPHANT
8,7,陳智弘,|(C),ELEPHANT
8,8,陳弘桂,2B,ELEPHANT
8,9,王勝偉,SS,ELEPHANT
10,1,張正偉,RF,ELEPHANT
10,2,張志豪,CF,ELEPHANT
10,3,羅培茲,3B,ELEPHANT
10,4,彭政閔,1B,ELEPHANT
10,5,周思齊,LF,ELEPHANT
10,6,林威助,DH,ELEPHANT
10,7,陳智弘,C,ELEPHANT
10,7,郭健瑜,|(PH),ELEPHANT
10,8,陳弘桂,2B,ELEPHANT
10,9,王勝偉,SS,ELEPHANT
12,1,張正偉,RF,ELEPHANT
12,2,張志豪,CF,ELEPHANT
12,3,羅培茲,3B,ELEPHANT
12,3,黃仕豪,|(3B),ELEPHANT
12,4,彭政閔,1B,ELEPHANT
12,5,林威助,DH,ELEPHANT
12,6,郭健瑜,LF,ELEPHANT
12,7,王峻杰,C,ELEPHANT
12,7,黃鈞聲,|(PR)|(C),ELEPHANT
12,8,蔡明覺,2B,ELEPHANT
12,9,王勝偉,SS,ELEPHANT
15,1,張正偉,RF,ELEPHANT
15,2,張志豪,CF,ELEPHANT
15,3,羅培茲,3B,ELEPHANT
15,3,郭健瑜,|(PH),ELEPHANT
15,3,陳弘桂,|(2B),ELEPHANT
15,4,彭政閔,1B,ELEPHANT
15,5,周思齊,LF,ELEPHANT
15,6,林威助,DH,ELEPHANT
15,7,黃仕豪,2B(3B),ELEPHANT
15,8,黃鈞聲,C,ELEPHANT
15,8,王勝偉,|(PR),ELEPHANT
15,8,陳家駒,|(C),ELEPHANT
15,9,蔡明覺,SS,ELEPHANT
17,1,張正偉,RF,ELEPHANT
17,2,張志豪,CF,ELEPHANT
17,3,周思齊,LF,ELEPHANT
17,4,彭政閔,1B,ELEPHANT
17,5,林威助,DH,ELEPHANT
17,6,黃仕豪,3B,ELEPHANT
17,7,黃鈞聲,C,ELEPHANT
17,7,陳家駒,|(PH)|(C),ELEPHANT
17,8,陳弘桂,2B,ELEPHANT
17,9,蔡明覺,SS,ELEPHANT
18,1,張正偉,RF,ELEPHANT
18,2,郭健瑜,CF,ELEPHANT
18,2,王勝偉,|(PR)|(SS),ELEPHANT
18,3,周思齊,LF,ELEPHANT
18,4,彭政閔,1B,ELEPHANT
18,5,林威助,DH,ELEPHANT
18,6,黃仕豪,3B,ELEPHANT
18,7,陳家駒,C,ELEPHANT
18,8,陳弘桂,2B,ELEPHANT
18,8,張志豪,|(PH)|(CF),ELEPHANT
18,9,徐睿擇,SS(2B),ELEPHANT
20,1,張正偉,RF,ELEPHANT
20,2,張志豪,CF,ELEPHANT
20,3,周思齊,LF,ELEPHANT
20,4,彭政閔,1B,ELEPHANT
20,5,羅培茲,3B,ELEPHANT
20,6,林威助,DH,ELEPHANT
20,7,陳家駒,C,ELEPHANT
20,8,徐睿擇,2B,ELEPHANT
20,8,郭健瑜,|(PH),ELEPHANT
20,8,陳弘桂,|(2B),ELEPHANT
20,9,王勝偉,SS,ELEPHANT
22,1,張正偉,RF,ELEPHANT
22,2,郭健瑜,CF(LF),ELEPHANT
22,3,周思齊,LF,ELEPHANT
22,3,張志豪,|(CF),ELEPHANT
22,4,彭政閔,1B,ELEPHANT
22,5,林威助,DH,ELEPHANT
22,6,黃仕豪,3B,ELEPHANT
22,7,陳智弘,C,ELEPHANT
22,7,陳家駒,|(PH)|(C),ELEPHANT
22,8,徐睿擇,2B,ELEPHANT
22,9,王勝偉,SS,ELEPHANT
25,1,張正偉,RF,ELEPHANT
25,2,郭健瑜,LF,ELEPHANT
25,3,周思齊,DH,ELEPHANT
25,3,林威助,|(PH),ELEPHANT
25,4,彭政閔,1B,ELEPHANT
25,5,張志豪,CF,ELEPHANT
25,6,黃仕豪,3B,ELEPHANT
25,7,陳家駒,C,ELEPHANT
25,7,陳弘桂,|(PR),ELEPHANT
25,7,陳智弘,|(C),ELEPHANT
25,8,陳江和,2B,ELEPHANT
25,9,王勝偉,SS,ELEPHANT
27,1,張正偉,RF,ELEPHANT
27,2,郭健瑜,LF,ELEPHANT
27,2,陳子豪,|(LF)(CF),ELEPHANT
27,3,林威助,DH,ELEPHANT
27,4,彭政閔,1B,ELEPHANT
27,5,張志豪,CF,ELEPHANT
27,5,周思齊,|(PH)|(LF),ELEPHANT
27,6,黃仕豪,3B,ELEPHANT
27,7,陳家駒,C,ELEPHANT
27,8,陳江和,2B,ELEPHANT
27,8,陳弘桂,|(2B),ELEPHANT
27,9,王勝偉,SS,ELEPHANT
27,9,徐睿擇,|(SS),ELEPHANT
28,1,張正偉,RF,ELEPHANT
28,1,郭健瑜,|(PH)|(CF),ELEPHANT
28,2,張志豪,CF(RF),ELEPHANT
28,3,林威助,DH,ELEPHANT
28,3,陳弘桂,|(PR),ELEPHANT
28,4,彭政閔,1B,ELEPHANT
